Id,Longitude,Latitude,Building Area,Floor_Label,Layout_Label,Building_Type_Label,Orientation_Label,Structure_Label,Decoration_Label,Elevator_Label,Ownership_Label,Total_Rooms,Num_Rooms,price
83,104.098081,30.700856,91.14,1,1,2,6,3,2,1,1,7,3,1.33
84,104.121852,30.654267,85.71,3,1,3,2,3,2,1,1,6,3,1.92
85,104.119655,30.685033,124.22,3,1,1,6,4,2,0,1,8,3,1.89
86,104.112556,30.71579,71.28,2,1,2,2,3,3,1,1,5,2,1.15
87,104.121852,30.654267,66.85,1,1,3,10,3,3,0,1,6,2,0.83
88,104.154494,30.682061,55.31,3,1,1,6,3,1,1,1,4,1,0.75
89,104.121852,30.654267,80.54,2,1,3,2,3,3,1,1,6,2,1.95
90,104.098081,30.700856,77.75,3,1,2,6,3,3,1,1,5,2,1.75
91,104.112231,30.662037,68.19,2,1,1,2,6,2,0,1,5,2,0.69
92,104.121852,30.654267,68.4,3,1,2,8,3,3,1,1,5,2,1.78
93,104.154494,30.682061,80.92,2,1,3,10,2,3,1,1,6,3,1.68
94,104.121852,30.654267,122.69,3,1,3,8,2,2,1,1,8,3,1.995
95,104.121852,30.654267,105.61,1,1,2,6,2,3,1,1,8,3,2.09
96,104.129414,30.674622,132.85,2,1,2,6,3,3,1,1,8,3,2.36
97,104.177749,30.704315,79.73,2,1,2,1,3,3,1,1,6,3,1.53
98,104.112231,30.662037,114.42,1,1,1,2,3,2,1,1,8,3,1.58
99,104.100279,30.690814,80.38,2,1,3,5,3,3,1,1,6,2,1.46
100,104.112556,30.71579,70.77,2,1,3,10,2,2,1,1,5,2,1.26
101,104.098081,30.700856,44.71,2,1,1,2,1,2,0,1,4,1,0.44
102,104.112556,30.71579,62.45,2,1,3,4,3,0,1,1,5,2,1.3
103,104.119655,30.685033,91,2,1,1,8,3,2,0,1,7,3,1.15
104,104.098081,30.700856,92.52,2,1,1,2,3,2,0,1,7,3,1.02
105,104.112556,30.71579,87.99,1,1,2,6,3,3,1,1,6,3,1.43
106,104.098081,30.700856,54.84,2,1,3,6,3,2,1,3,5,2,0.798
107,104.112556,30.71579,65.61,2,1,3,6,2,2,1,1,6,3,1.098
108,104.124802,30.656514,75.04,3,1,3,6,3,1,1,3,5,2,1.018
109,104.124802,30.656514,140.32,1,1,2,10,3,2,1,3,9,4,1.75
110,104.124802,30.656514,72.84,3,1,3,1,2,2,1,3,6,2,0.92
111,104.095289,30.659389,58,1,1,1,2,1,2,0,1,5,2,0.64
112,104.124802,30.656514,80.71,2,1,3,6,3,2,1,3,5,2,1.05
113,104.129414,30.674622,90.76,3,1,2,10,3,3,1,1,7,3,1.7
114,104.098081,30.700856,43.42,2,1,4,3,2,1,0,2,4,1,0.435
115,104.112231,30.662037,74.76,3,1,1,1,2,2,1,1,6,3,1.539
116,104.177749,30.704315,59.6,2,1,3,1,3,1,1,5,5,2,0.708
117,104.177749,30.704315,104.86,2,1,2,8,3,3,1,1,8,3,2.05
118,104.112556,30.71579,72.71,1,1,3,10,3,2,1,1,7,3,1.18
119,104.112231,30.662037,67,2,1,1,8,1,2,0,1,6,3,0.72
120,104.124802,30.656514,74.4,2,1,3,1,2,3,1,1,5,2,1.22
121,104.121852,30.654267,144.76,3,1,1,2,3,3,1,1,8,3,3.75
122,104.124802,30.656514,96.67,1,1,2,6,3,2,1,1,6,3,1.45
123,104.119655,30.685033,119.48,1,2,1,6,4,2,0,1,8,3,1.49
124,104.177749,30.704315,85.29,2,1,2,3,3,3,1,1,7,3,1.43
125,104.112231,30.662037,85.58,2,1,3,6,1,2,1,1,6,3,2.03
126,104.112231,30.662037,85.58,2,1,3,2,1,2,1,1,7,3,1.99
127,104.154494,30.682061,76.47,1,1,3,9,2,3,1,1,6,3,1.34
128,104.119655,30.685033,153.28,3,2,1,9,4,2,0,1,9,4,1.36
129,104.098081,30.700856,102.35,1,1,3,9,3,2,1,1,8,3,1.5
130,104.124802,30.656514,86.99,3,1,2,5,2,3,1,1,6,2,1.28
131,104.154494,30.682061,55.25,3,1,2,6,2,3,1,1,5,2,1.23
132,104.124802,30.656514,99.75,3,1,2,5,2,2,1,1,8,3,1.44
133,104.124802,30.656514,74.37,3,1,2,2,3,2,1,1,6,2,1.25
134,104.098081,30.700856,109.95,2,1,2,2,2,2,1,1,8,3,1.56
135,104.112556,30.71579,85.89,2,1,1,8,3,2,1,1,7,3,1.35
136,104.112231,30.662037,80.12,2,1,1,6,3,2,0,1,6,3,0.81
137,104.112556,30.71579,123.68,2,1,3,1,2,3,1,1,6,3,1.625
138,104.119655,30.685033,69.69,1,1,3,10,2,3,1,1,7,3,1.48
139,104.154494,30.682061,80.93,2,1,3,10,2,3,1,1,7,3,1.78
140,104.098081,30.700856,84.83,3,1,2,1,3,3,1,1,6,3,1.75
141,104.112556,30.71579,72.21,2,1,2,4,3,3,1,1,6,3,1.39
142,104.098081,30.700856,91.05,3,1,2,9,3,2,1,1,7,3,1.32
143,104.112556,30.71579,105.55,3,1,3,2,3,3,1,1,7,3,2.05
144,104.095289,30.659389,123.95,2,1,1,10,2,2,1,5,8,3,1.39
145,104.095289,30.659389,76.51,2,1,1,8,1,2,0,1,6,3,0.92
146,104.100279,30.690814,135.34,2,1,2,6,2,3,1,1,8,3,2.87
147,104.119655,30.685033,56.19,2,1,3,1,2,3,1,1,5,2,1.15
148,104.112231,30.662037,50.79,1,1,3,3,3,2,1,1,4,1,0.82
149,104.098081,30.700856,82.08,1,1,3,6,3,3,1,1,7,3,1.22
150,104.112231,30.662037,60.6,2,1,1,1,1,3,0,1,5,2,0.63
151,104.124802,30.656514,88.22,3,1,2,6,3,2,1,1,5,2,1.1
152,104.124802,30.656514,78.51,3,1,2,6,3,2,1,1,5,2,1.3
153,104.112556,30.71579,73.83,2,1,1,2,3,1,0,2,6,2,0.79
154,104.100279,30.690814,91.46,3,1,1,10,2,3,1,3,5,2,1.58
155,104.121852,30.654267,90.59,3,1,3,3,3,3,1,1,5,2,2.08
156,104.112556,30.71579,77.23,2,1,2,1,3,3,1,1,5,2,1.19
157,104.119655,30.685033,64.13,1,1,3,5,2,3,1,1,5,2,1.31
158,104.098081,30.700856,49.99,2,1,2,6,3,3,1,1,5,2,0.95
159,104.112556,30.71579,59.2,2,1,2,1,3,2,1,1,5,2,1.06
160,104.121852,30.654267,76,3,1,3,1,3,2,1,1,6,2,1.76
161,104.119655,30.685033,89.14,3,1,3,8,2,2,1,1,6,2,1.36
162,104.112231,30.662037,83.41,2,1,3,10,2,3,1,1,7,3,1.78
163,104.119655,30.685033,109.64,2,1,1,6,3,2,0,1,8,3,1.42
164,104.098081,30.700856,90.82,2,1,2,5,3,3,1,1,6,3,1.49
165,104.154494,30.682061,69.81,3,1,2,9,3,3,1,1,6,3,1.47
166,104.098081,30.700856,97.85,3,1,2,6,3,3,1,1,8,3,1.79
167,104.098081,30.700856,92.1,3,1,1,1,3,2,1,3,6,3,1.16
168,104.177749,30.704315,71.13,2,1,2,2,3,3,1,3,6,2,0.98
169,104.121852,30.654267,45.04,3,1,3,6,2,2,1,1,4,1,0.75
170,104.112231,30.662037,73.19,2,1,3,6,3,2,1,1,5,2,1.35
171,104.121852,30.654267,80.23,2,1,1,1,4,2,0,1,5,2,1.03
172,104.119655,30.685033,77.14,1,1,1,2,4,3,0,1,6,2,1.2
173,104.124802,30.656514,71.89,1,1,1,2,3,1,0,1,5,2,0.798
174,104.098081,30.700856,70.13,2,1,3,1,3,2,1,1,6,2,1.168
175,104.124802,30.656514,87.53,2,1,2,9,3,3,1,3,5,2,1.24
176,104.098081,30.700856,87.78,2,1,1,1,3,3,1,1,6,2,1.13
177,104.112556,30.71579,72.54,2,1,3,2,3,3,1,1,7,3,1.18
178,104.154494,30.682061,69.31,2,1,3,2,2,3,1,1,6,3,1.25
179,104.124802,30.656514,51,2,1,3,6,3,2,1,1,5,1,0.688
180,104.112556,30.71579,77.67,2,1,3,1,2,2,1,1,5,2,1.09
181,104.098081,30.700856,45.74,2,1,1,6,4,2,0,5,4,1,0.375
182,104.124802,30.656514,47.59,1,1,2,5,3,3,1,4,4,1,0.64
183,104.112231,30.662037,89.34,2,1,1,1,4,2,0,1,6,2,1.36
184,104.121852,30.654267,49.07,1,1,3,5,2,3,1,1,4,1,1.14
185,104.105439,30.673457,68.78,2,1,2,6,1,3,0,1,5,2,0.79
186,104.121852,30.654267,44.1,3,1,2,10,2,2,1,1,4,1,0.798
187,104.098081,30.700856,74.85,1,1,1,6,4,2,0,1,5,2,0.78
188,104.177749,30.704315,58.54,2,1,3,1,3,1,1,3,5,2,0.71
189,104.098081,30.700856,75.48,3,1,3,10,3,2,1,3,6,2,0.92
190,104.098081,30.700856,87.2,1,1,1,1,2,2,1,3,5,2,1.05
191,104.098081,30.700856,53.96,2,1,3,6,3,2,1,3,4,1,0.65
192,104.154494,30.682061,65.59,3,1,3,1,2,3,1,1,5,2,1.18
193,104.154494,30.682061,55.14,3,1,1,6,3,3,1,1,4,1,0.76
194,104.124802,30.656514,84.87,1,1,2,9,3,3,1,1,5,2,1.738
195,104.154494,30.682061,85.57,2,1,1,9,3,3,1,1,5,2,1.26
196,104.154494,30.682061,76.73,2,1,3,2,3,3,1,1,5,2,1.38
197,104.154494,30.682061,85.48,3,1,2,1,3,1,1,1,5,2,1.21
198,104.100279,30.690814,83.7,2,1,1,6,4,3,0,1,6,2,0.85
199,104.158901,30.642585,56.28,1,1,3,3,3,2,1,1,5,1,0.98
200,104.129414,30.674622,88.18,1,1,2,6,3,2,1,1,5,2,1.45
201,104.129414,30.674622,90.11,2,1,2,6,3,2,1,1,7,3,1.55
202,104.112556,30.71579,51.79,2,1,2,2,3,3,1,1,4,1,0.81
203,104.098081,30.700856,74.58,2,1,1,4,1,3,0,2,5,2,0.899
204,104.112556,30.71579,62.43,1,1,3,4,3,2,1,1,5,2,1.07
205,104.112556,30.71579,77.83,2,1,2,6,3,2,1,1,5,2,1.197
206,104.121852,30.654267,66.93,2,1,2,3,2,2,1,1,5,2,1.12
207,104.124802,30.656514,88.49,2,1,3,10,3,3,1,1,6,2,1.43
208,104.124802,30.656514,72.03,3,1,2,6,3,3,1,1,6,2,1.22
209,104.124802,30.656514,64.89,2,1,2,10,3,2,1,1,6,2,1.147
210,104.112556,30.71579,51.72,1,1,2,1,3,2,1,1,4,1,0.77
211,104.112556,30.71579,86.31,2,1,2,2,3,3,1,1,6,3,1.62
212,104.121852,30.654267,53.21,3,1,3,3,2,3,1,1,4,1,0.698
213,104.112231,30.662037,96.55,2,1,1,2,4,2,0,1,5,2,1.23
214,104.177749,30.704315,79.82,2,1,1,2,3,3,1,1,6,2,0.92
215,104.119655,30.685033,74.87,3,1,1,6,1,2,0,1,5,2,0.71
216,104.100279,30.690814,64.18,1,1,1,6,1,2,0,1,5,2,0.56
217,104.121852,30.654267,81.3,1,1,3,3,3,2,1,1,6,3,1.39
218,104.100279,30.690814,110.65,2,1,2,6,2,2,1,1,6,2,1.7
219,104.112556,30.71579,70.77,1,1,2,2,3,3,1,1,6,2,1.15
220,104.100279,30.690814,60.37,3,1,1,9,1,2,0,1,5,2,0.54
221,104.100279,30.690814,36.26,3,1,1,6,4,3,0,1,4,1,0.39
222,104.112231,30.662037,73.2,2,1,1,7,6,2,0,1,5,2,0.76
223,104.112556,30.71579,66.81,3,1,3,1,3,3,1,1,5,2,1.26
224,104.112556,30.71579,73.56,1,1,3,1,2,3,1,1,6,2,1.27
225,104.118902,30.674317,69.71,2,1,1,2,2,2,1,1,5,2,1.13
226,104.098081,30.700856,75.89,2,1,2,6,2,3,1,4,6,2,1.38
227,104.177749,30.704315,81.26,2,1,1,2,3,2,1,1,5,2,0.828
228,104.119655,30.685033,78.04,2,1,1,6,3,3,0,1,6,2,1.05
229,104.098081,30.700856,83.87,3,1,2,6,3,3,1,1,7,3,1.65
230,104.098081,30.700856,84.87,1,1,2,4,3,3,1,1,7,3,1.68
231,104.098081,30.700856,81.57,1,1,3,2,3,2,1,1,5,2,1.26
232,104.098081,30.700856,84.68,2,1,2,1,3,1,1,1,5,2,1.42
233,104.112556,30.71579,71.32,3,1,1,2,3,2,1,1,6,2,1.13
234,104.100279,30.690814,98.91,3,1,1,8,1,2,0,5,6,2,0.84
235,104.119655,30.685033,88.75,3,1,2,5,3,3,1,1,6,3,1.92
236,104.118902,30.674317,93.14,1,1,1,2,2,3,1,1,6,3,1.58
237,104.124802,30.656514,84.76,1,1,3,8,3,2,1,1,6,2,1.28
238,104.119655,30.685033,92.79,1,1,1,8,3,3,1,1,7,3,1.52
239,104.129414,30.674622,90.3,1,1,2,9,3,2,1,1,8,3,1.72
240,104.112556,30.71579,77.61,2,1,2,9,3,2,1,1,7,3,1.4
241,104.112231,30.662037,112.2,2,1,1,8,3,2,0,1,7,3,1.13
242,104.119655,30.685033,75.49,1,1,4,6,2,2,0,1,6,2,1.22
243,104.118902,30.674317,79.52,2,1,1,2,1,2,0,1,6,2,0.98
244,104.119655,30.685033,50.19,1,1,1,6,1,2,0,1,4,1,0.55
245,104.112231,30.662037,104.19,1,1,1,9,3,2,0,1,6,3,1.2
246,104.098081,30.700856,92.68,3,1,2,6,3,3,1,1,6,3,1.667
247,104.119655,30.685033,94.26,3,1,1,1,1,3,0,1,7,2,0.83
248,104.098081,30.700856,109.95,2,1,2,5,2,3,1,1,8,3,1.69
249,104.098081,30.700856,88.55,2,1,2,4,2,3,1,1,6,3,1.52
250,104.121852,30.654267,99.86,2,1,3,3,2,3,1,2,7,3,1.82
251,104.121852,30.654267,66.44,3,1,3,1,3,2,1,2,6,2,1.17
252,104.177749,30.704315,78.2,1,1,2,2,3,3,1,1,6,3,1.415
253,104.095289,30.659389,73.31,1,1,1,2,1,2,0,1,5,2,1
254,104.124802,30.656514,44.68,1,1,1,1,1,1,0,1,4,1,0.53
255,104.112556,30.71579,68.23,1,1,1,6,3,1,0,1,5,2,0.555
256,104.105439,30.673457,39.01,3,1,2,6,3,3,0,1,3,1,0.29
257,104.098081,30.700856,81.5,2,1,3,9,3,3,1,1,6,2,1.35
258,104.100279,30.690814,57.28,3,1,1,6,1,2,0,1,5,2,0.505
259,104.112556,30.71579,78.3,1,1,2,1,3,2,1,1,5,2,1.23
260,104.129414,30.674622,85.93,1,1,2,6,3,2,1,1,6,2,1.43
261,104.112556,30.71579,92.63,3,1,2,6,2,2,1,1,7,3,1.44
262,104.177749,30.704315,108.57,3,1,3,2,3,3,1,1,8,3,1.3
263,104.112231,30.662037,154.34,2,1,2,6,3,3,1,1,9,4,3.58
264,104.154494,30.682061,64.97,2,1,2,9,3,3,1,1,5,2,1.2
265,104.112556,30.71579,71.74,3,1,2,2,3,2,1,1,5,2,1.09
266,104.112231,30.662037,54.87,2,1,1,6,1,2,0,1,5,2,0.52
267,104.098081,30.700856,73.98,3,1,1,9,3,3,1,1,5,2,1.02
268,104.121852,30.654267,62.55,2,1,2,3,2,2,1,1,5,2,1.12
269,104.119655,30.685033,88.65,2,1,1,3,2,2,1,1,6,2,1.42
270,104.154494,30.682061,55.12,2,1,1,6,3,2,1,1,4,1,0.76
271,104.098081,30.700856,79.05,1,1,2,8,3,2,1,1,5,2,1.31
272,104.112556,30.71579,71.25,2,1,2,3,3,2,1,1,7,3,1.308
273,104.154494,30.682061,64.29,3,1,1,6,1,2,0,1,5,2,0.62
274,104.112556,30.71579,71.33,1,1,3,2,3,3,1,1,6,3,1.4
275,104.124802,30.656514,51,1,1,3,6,3,2,1,1,5,1,0.678
276,104.098081,30.700856,49.88,1,1,2,2,2,2,1,1,4,1,0.8
277,104.129414,30.674622,77,1,1,2,4,2,3,1,1,5,2,1.8
278,104.112556,30.71579,49.08,3,1,1,5,2,3,1,1,4,1,0.56
279,104.121852,30.654267,88.36,2,1,1,8,3,3,0,1,6,2,1.25
280,104.124802,30.656514,76.83,1,1,1,4,2,3,1,2,5,2,1.19
281,104.098081,30.700856,78.41,1,1,2,9,2,2,1,1,5,2,1.03
282,104.112556,30.71579,62.73,3,1,3,2,3,2,1,1,5,2,1.195
283,104.112231,30.662037,67.96,2,1,3,1,3,3,1,2,5,2,1.46
284,104.112556,30.71579,71.64,1,1,2,2,3,2,1,1,6,2,1.038
285,104.121852,30.654267,70.39,3,1,2,6,2,3,1,1,5,2,1.29
286,104.124802,30.656514,49.61,1,1,3,3,3,2,1,3,5,1,0.66
287,104.112231,30.662037,55.38,1,1,1,6,3,2,0,1,5,2,0.61
288,104.119655,30.685033,57.75,1,1,3,6,1,2,1,1,5,2,0.61
289,104.100279,30.690814,63.18,2,3,1,6,4,3,0,1,5,2,0.75
290,104.177749,30.704315,80.37,3,1,3,5,3,3,1,1,6,2,1.08
291,104.098081,30.700856,56.75,2,1,2,1,1,2,0,1,5,2,0.57
292,104.098081,30.700856,71.71,2,1,3,10,3,2,1,1,5,2,1.08
293,104.154494,30.682061,69.89,2,1,2,6,3,2,1,1,5,2,1.2
294,104.098081,30.700856,88.97,2,1,3,1,3,2,1,1,6,2,1.35
295,104.177749,30.704315,61.46,2,1,2,9,3,3,1,3,5,1,0.72
296,104.112231,30.662037,60.42,2,1,1,6,1,2,0,1,5,2,0.68
297,104.112556,30.71579,74.66,3,1,3,1,2,3,1,1,6,2,1.08
298,104.095289,30.659389,40,2,1,1,1,1,3,0,1,4,1,0.5
299,104.098081,30.700856,79.73,3,1,3,3,3,2,1,1,7,3,1.35
300,104.098081,30.700856,82.09,3,1,3,6,3,2,1,1,6,3,1.38
301,104.177749,30.704315,108.72,1,3,3,5,3,2,1,1,6,2,0.98
302,104.112231,30.662037,154,2,1,2,6,3,3,1,1,8,4,3.65
303,104.154494,30.682061,91.14,1,1,3,5,3,3,1,1,7,3,1.58
304,104.121852,30.654267,90.25,2,1,1,9,1,3,0,1,6,3,1.2
305,104.121852,30.654267,81.93,1,1,3,4,3,2,1,1,6,3,1.44
306,104.154494,30.682061,83.1,2,1,3,1,3,1,1,1,7,3,1.455
307,104.124802,30.656514,49,2,1,3,2,2,1,1,3,4,1,0.51
308,104.112556,30.71579,86.85,3,1,2,2,3,2,1,1,7,3,1.43
309,104.098081,30.700856,92.1,1,1,1,4,3,2,1,3,7,3,1.16
310,104.124802,30.656514,49.28,3,1,3,2,3,3,1,3,4,1,0.72
311,104.098081,30.700856,99.51,2,1,2,9,3,2,1,1,8,3,1.78
312,104.112556,30.71579,59.2,2,1,2,1,3,1,1,1,5,2,0.96
313,104.095289,30.659389,68.32,1,1,4,2,4,2,1,1,5,2,0.798
314,104.098081,30.700856,94.15,2,1,2,9,3,3,1,1,6,3,2.1
315,104.154494,30.682061,91,1,1,1,6,3,1,1,1,6,3,1.72
316,104.124802,30.656514,72.61,2,1,3,2,3,3,1,3,6,2,0.98
317,104.154494,30.682061,73,3,1,3,6,3,1,1,1,6,3,1.65
318,104.112556,30.71579,88.65,2,1,3,8,3,2,1,1,6,3,1.648
319,104.154494,30.682061,74.28,3,1,3,6,2,3,1,1,6,3,1.8
320,104.112231,30.662037,54.3,2,1,1,6,1,2,0,5,6,2,0.55
321,104.098081,30.700856,71.86,1,1,3,4,1,2,0,2,5,2,0.84
322,104.154494,30.682061,52.15,3,1,2,9,3,1,1,1,4,1,0.72
323,104.124802,30.656514,49.26,1,3,3,6,3,3,1,1,4,1,0.568
324,104.154494,30.682061,89.91,1,1,1,9,3,3,1,1,7,3,1.85
325,104.105439,30.673457,84.6,1,1,3,1,3,2,1,1,7,3,1.95
326,104.095289,30.659389,65.48,3,1,2,6,4,2,0,1,5,2,0.61
327,104.105439,30.673457,72.21,1,1,1,1,1,2,0,1,6,2,0.84
328,104.112556,30.71579,70.5,1,1,2,8,3,1,1,1,5,2,1.02
329,104.098081,30.700856,88.77,1,1,2,2,3,2,0,1,5,2,1.27
330,104.119655,30.685033,52.71,1,1,3,5,2,2,1,1,5,2,0.96
331,104.177749,30.704315,89.5,2,1,3,4,3,2,1,1,5,2,0.99
332,104.112231,30.662037,59.91,2,1,1,6,1,2,0,5,5,2,0.58
333,104.112556,30.71579,57,3,1,2,4,3,2,1,1,6,2,0.95
334,104.112556,30.71579,76.77,2,1,3,9,3,3,1,1,5,2,1.22
335,104.098081,30.700856,43.36,2,1,1,2,1,3,0,2,5,2,0.565
336,104.112556,30.71579,71.93,1,1,2,2,3,2,1,1,6,2,0.98
337,104.100279,30.690814,83.25,1,1,3,10,3,3,1,1,5,2,1.38
338,104.098081,30.700856,75.68,3,1,1,6,1,1,1,5,5,2,0.9
339,104.112556,30.71579,83.65,3,1,1,1,3,2,1,1,5,2,1.13
340,104.154494,30.682061,65.59,2,1,3,1,2,2,1,1,5,2,1.19
341,104.098081,30.700856,51.14,3,1,2,10,3,3,1,1,4,1,0.95
342,104.112556,30.71579,49.08,2,1,1,1,2,1,1,1,4,1,0.54
343,104.112231,30.662037,71.05,1,1,2,1,3,3,1,1,5,2,1.75
344,104.118902,30.674317,89.68,2,1,1,8,2,2,0,1,6,2,1.35
345,104.119655,30.685033,88.86,2,1,1,8,1,3,0,1,6,2,1.12
